2021-01-24,search,google-ads,apac,6852,86824,76.45%,24,77.42%
2021-01-25,search,google-ads,apac,4452,91276,80.37%,25,80.65%
2021-01-26,search,google-ads,apac,2981,94257,82.99%,26,83.87%
2021-01-27,search,google-ads,apac,6213,100470,88.47%,27,87.10%
2021-01-28,search,google-ads,apac,1367,101837,89.67%,28,90.32%
2021-01-29,search,google-ads,apac,5717,107554,94.70%,29,93.55%
2021-01-30,search,google-ads,apac,4815,112369,98.94%,30,96.77%
2021-01-31,search,google-ads,apac,1194,113563,99.99%,31,100.00%
2021-01-01,search,google-ads,emea,6258,6258,5.07%,1,3.23%
2021-01-02,search,google-ads,emea,5466,11724,9.49%,2,6.45%
2021-01-03,search,google-ads,emea,2207,13931,11.28%,3,9.68%
2021-01-04,search,google-ads,emea,5226,19157,15.51%,4,12.90%
2021-01-05,search,google-ads,emea,5538,24695,20.00%,5,16.13%
2021-01-06,search,google-ads,emea,6676,31371,25.41%,6,19.35%
2021-01-07,search,google-ads,emea,2776,34147,27.65%,7,22.58%
2021-01-08,search,google-ads,emea,3754,37901,30.69%,8,25.81%
2021-01-09,search,google-ads,emea,592,38493,31.17%,9,29.03%
2021-01-10,search,google-ads,emea,3898,42391,34.33%,10,32.26%
2021-01-11,search,google-ads,emea,1342,43733,35.42%,11,35.48%
2021-01-12,search,google-ads,emea,4307,48040,38.91%,12,38.71%
2021-01-13,search,google-ads,emea,1964,50004,40.50%,13,41.94%
2021-01-14,search,google-ads,emea,5462,55466,44.92%,14,45.16%
2021-01-15,search,google-ads,emea,5199,60665,49.13%,15,48.39%
2021-01-16,search,google-ads,emea,2403,63068,51.08%,16,51.61%
2021-01-17,search,google-ads,emea,2660,65728,53.23%,17,54.84%
2021-01-18,search,google-ads,emea,5561,71289,57.73%,18,58.06%
2021-01-19,search,google-ads,emea,1864,73153,59.24%,19,61.29%
2021-01-20,search,google-ads,emea,3802,76955,62.32%,20,64.52%
2021-01-21,search,google-ads,emea,2085,79040,64.01%,21,67.74%
2021-01-22,search,google-ads,emea,1035,80075,64.85%,22,70.97%
2021-01-23,search,google-ads,emea,6530,86605,70.14%,23,74.19%
2021-01-24,search,google-ads,emea,5567,92172,74.65%,24,77.42%
2021-01-25,search,google-ads,emea,1662,93834,75.99%,25,80.65%
2021-01-26,search,google-ads,emea,4336,98170,79.50%,26,83.87%
2021-01-27,search,google-ads,emea,3586,101756,82.41%,27,87.10%
2021-01-28,search,google-ads,emea,6163,107919,87.40%,28,90.32%
2021-01-29,search,google-ads,emea,4847,112766,91.32%,29,93.55%
2021-01-30,search,google-ads,emea,6705,119471,96.75%,30,96.77%
2021-01-31,search,google-ads,emea,4001,123472,99.99%,31,100.00%
2021-01-01,social,facebook,emea,5637,5637,2.54%,1,3.23%
2021-01-02,social,facebook,emea,4690,10327,4.65%,2,6.45%
2021-01-03,social,facebook,emea,8958,19285,8.69%,3,9.68%
2021-01-04,social,facebook,emea,9463,28748,12.95%,4,12.90%
2021-01-05,social,facebook,emea,9535,38283,17.24%,5,16.13%
2021-01-06,social,facebook,emea,4814,43097,19.41%,6,19.35%
2021-01-07,social,facebook,emea,4317,47414,21.36%,7,22.58%
2021-01-08,social,facebook,emea,7726,55140,24.84%,8,25.81%
2021-01-09,social,facebook,emea,6447,61587,27.74%,9,29.03%
2021-01-10,social,facebook,emea,2056,63643,28.67%,10,32.26%
2021-01-11,social,facebook,emea,2930,66573,29.99%,11,35.48%
2021-01-12,social,facebook,emea,7032,73605,33.16%,12,38.71%
2021-01-13,social,facebook,emea,7232,80837,36.41%,13,41.94%
2021-01-14,social,facebook,emea,6799,87636,39.48%,14,45.16%
2021-01-15,social,facebook,emea,5174,92810,41.81%,15,48.39%
2021-01-16,social,facebook,emea,19049,111859,50.39%,16,51.61%
2021-01-17,social,facebook,emea,22540,134399,60.54%,17,54.84%
2021-01-18,social,facebook,emea,22691,157090,70.76%,18,58.06%
2021-01-19,social,facebook,emea,8931,166021,74.78%,19,61.29%
2021-01-20,social,facebook,emea,1632,167653,75.52%,20,64.52%
2021-01-21,social,facebook,emea,3543,171196,77.12%,21,67.74%
2021-01-22,social,facebook,emea,4617,175813,79.20%,22,70.97%
2021-01-23,social,facebook,emea,5941,181754,81.87%,23,74.19%
2021-01-24,social,facebook,emea,7780,189534,85.38%,24,77.42%
2021-01-25,social,facebook,emea,9991,199525,89.88%,25,80.65%
2021-01-26,social,facebook,emea,3824,203349,91.60%,26,83.87%
2021-01-27,social,facebook,emea,3730,207079,93.28%,27,87.10%
2021-01-28,social,facebook,emea,1289,208368,93.86%,28,90.32%
2021-01-29,social,facebook,emea,1186,209554,94.39%,29,93.55%
2021-01-30,social,facebook,emea,3674,213228,96.05%,30,96.77%
2021-01-31,social,facebook,emea,8940,222168,100.08%,31,100.00%
2021-01-01,social,facebook,north america,5736,5736,3.15%,1,3.23%
2021-01-02,social,facebook,north america,3968,9704,5.33%,2,6.45%
2021-01-03,social,facebook,north america,8344,18048,9.92%,3,9.68%
2021-01-04,social,facebook,north america,11514,29562,16.24%,4,12.90%
2021-01-05,social,facebook,north america,9083,38645,21.23%,5,16.13%
2021-01-06,social,facebook,north america,8026,46671,25.64%,6,19.35%
2021-01-07,social,facebook,north america,8349,55020,30.23%,7,22.58%
2021-01-08,social,facebook,north america,12629,67649,37.17%,8,25.81%
2021-01-09,social,facebook,north america,8636,76285,41.91%,9,29.03%
2021-01-10,social,facebook,north america,9389,85674,47.07%,10,32.26%
2021-01-11,social,facebook,north america,5494,91168,50.09%,11,35.48%
2021-01-12,social,facebook,north america,2962,94130,51.72%,12,38.71%
2021-01-13,social,facebook,north america,8352,102482,56.31%,13,41.94%
2021-01-14,social,facebook,north america,6368,108850,59.81%,14,45.16%
2021-01-15,social,facebook,north america,1339,110189,60.54%,15,48.39%
2021-01-16,social,facebook,north america,7330,117519,64.57%,16,51.61%
2021-01-17,social,facebook,north america,2055,119574,65.70%,17,54.84%
2021-01-18,social,facebook,north america,1826,121400,66.70%,18,58.06%
2021-01-19,social,facebook,north america,3479,124879,68.61%,19,61.29%
2021-01-20,social,facebook,north america,2854,127733,70.18%,20,64.52%
2021-01-21,social,facebook,north america,7077,134810,74.07%,21,67.74%
2021-01-22,social,facebook,north america,2892,137702,75.66%,22,70.97%
2021-01-23,social,facebook,north america,5253,142955,78.55%,23,74.19%
2021-01-24,social,facebook,north america,3867,146822,80.67%,24,77.42%
2021-01-25,social,facebook,north america,2157,148979,81.86%,25,80.65%
2021-01-26,social,facebook,north america,9974,158953,87.34%,26,83.87%
2021-01-27,social,facebook,north america,3918,162871,89.49%,27,87.10%
2021-01-28,social,facebook,north america,1807,164678,90.48%,28,90.32%
2021-01-29,social,facebook,north america,5351,170029,93.42%,29,93.55%
2021-01-30,social,facebook,north america,6538,176567,97.01%,30,96.77%
2021-01-31,social,facebook,north america,6393,182960,100.53%,31,100.00%
2021-02-01,display,display video 360,apac,2958,2958,4.23%,1,3.57%
2021-02-02,display,display video 360,apac,627,3585,5.12%,2,7.14%
2021-02-03,display,display video 360,apac,2845,6430,9.19%,3,10.71%
2021-02-04,display,display video 360,apac,1810,8240,11.77%,4,14.29%
2021-02-05,display,display video 360,apac,1446,9686,13.84%,5,17.86%
2021-02-06,display,display video 360,apac,3037,12723,18.18%,6,21.43%
2021-02-07,display,display video 360,apac,3311,16034,22.91%,7,25.00%
2021-02-08,display,display video 360,apac,3781,19815,28.31%,8,28.57%
2021-02-09,display,display video 360,apac,2864,22679,32.40%,9,32.14%
2021-02-10,display,display video 360,apac,1834,24513,35.02%,10,35.71%
2021-02-11,display,display video 360,apac,1151,25664,36.66%,11,39.29%
2021-02-12,display,display video 360,apac,1498,27162,38.80%,12,42.86%
2021-02-13,display,display video 360,apac,2526,29688,42.41%,13,46.43%
2021-02-14,display,display video 360,apac,3385,33073,47.25%,14,50.00%
2021-02-15,display,display video 360,apac,1130,34203,48.86%,15,53.57%
2021-02-16,display,display video 360,apac,3771,37974,54.25%,16,57.14%
2021-02-17,display,display video 360,apac,1441,39415,56.31%,17,60.71%
2021-02-18,display,display video 360,apac,2094,41509,59.30%,18,64.29%
2021-02-19,display,display video 360,apac,3496,45005,64.29%,19,67.86%
2021-02-20,display,display video 360,apac,3073,48078,68.68%,20,71.43%
2021-02-21,display,display video 360,apac,2731,50809,72.58%,21,75.00%
2021-02-22,display,display video 360,apac,2758,53567,76.52%,22,78.57%
2021-02-23,display,display video 360,apac,2690,56257,80.37%,23,82.14%
2021-02-24,display,display video 360,apac,2545,58802,84.00%,24,85.71%
2021-02-25,display,display video 360,apac,2841,61643,88.06%,25,89.29%
2021-02-26,display,display video 360,apac,3187,64830,92.61%,26,92.86%
2021-02-27,display,display video 360,apac,1572,66402,94.86%,27,96.43%
2021-02-28,display,display video 360,apac,3443,69845,99.78%,28,100.00%
2021-02-01,display,display video 360,emea,2804,2804,5.84%,1,3.57%
2021-02-02,display,display video 360,emea,2744,5548,11.56%,2,7.14%
2021-02-03,display,display video 360,emea,2944,8492,17.69%,3,10.71%
2021-02-04,display,display video 360,emea,1370,9862,20.55%,4,14.29%
2021-02-05,display,display video 360,emea,2065,11927,24.85%,5,17.86%
2021-02-06,display,display video 360,emea,2432,14359,29.91%,6,21.43%
2021-02-07,display,display video 360,emea,2727,17086,35.60%,7,25.00%
2021-02-08,display,display video 360,emea,723,17809,37.10%,8,28.57%
2021-02-09,display,display video 360,emea,1812,19621,40.88%,9,32.14%
2021-02-10,display,display video 360,emea,563,20184,42.05%,10,35.71%
2021-02-11,display,display video 360,emea,1192,21376,44.53%,11,39.29%
2021-02-12,display,display video 360,emea,2809,24185,50.39%,12,42.86%
2021-02-13,display,display video 360,emea,1102,25287,52.68%,13,46.43%
2021-02-14,display,display video 360,emea,960,26247,54.68%,14,50.00%
2021-02-15,display,display video 360,emea,2637,28884,60.18%,15,53.57%
2021-02-16,display,display video 360,emea,2682,31566,65.76%,16,57.14%
2021-02-17,display,display video 360,emea,301,31867,66.39%,17,60.71%
2021-02-18,display,display video 360,emea,1141,33008,68.77%,18,64.29%
2021-02-19,display,display video 360,emea,744,33752,70.32%,19,67.86%
2021-02-20,display,display video 360,emea,1326,35078,73.08%,20,71.43%
2021-02-21,display,display video 360,emea,849,35927,74.85%,21,75.00%
2021-02-22,display,display video 360,emea,1265,37192,77.48%,22,78.57%
2021-02-23,display,display video 360,emea,1993,39185,81.64%,23,82.14%
2021-02-24,display,display video 360,emea,2062,41247,85.93%,24,85.71%
2021-02-25,display,display video 360,emea,702,41949,87.39%,25,89.29%
2021-02-26,display,display video 360,emea,976,42925,89.43%,26,92.86%
2021-02-27,display,display video 360,emea,2100,45025,93.80%,27,96.43%
2021-02-28,display,display video 360,emea,2073,47098,98.12%,28,100.00%
2021-02-01,display,display video 360,na,2317,2317,5.27%,1,3.57%
2021-02-02,display,display video 360,na,1146,3463,7.87%,2,7.14%
2021-02-03,display,display video 360,na,2081,5544,12.60%,3,10.71%
2021-02-04,display,display video 360,na,2870,8414,19.12%,4,14.29%
2021-02-05,display,display video 360,na,1418,9832,22.35%,5,17.86%
2021-02-06,display,display video 360,na,2059,11891,27.03%,6,21.43%
2021-02-07,display,display video 360,na,1132,13023,29.60%,7,25.00%
2021-02-08,display,display video 360,na,1021,14044,31.92%,8,28.57%
2021-02-09,display,display video 360,na,1930,15974,36.30%,9,32.14%
2021-02-10,display,display video 360,na,2811,18785,42.69%,10,35.71%
2021-02-11,display,display video 360,na,2673,21458,48.77%,11,39.29%
2021-02-12,display,display video 360,na,593,22051,50.12%,12,42.86%
2021-02-13,display,display video 360,na,1475,23526,53.47%,13,46.43%
2021-02-14,display,display video 360,na,924,24450,55.57%,14,50.00%
2021-02-15,display,display video 360,na,865,25315,57.53%,15,53.57%
2021-02-16,display,display video 360,na,2160,27475,62.44%,16,57.14%
2021-02-17,display,display video 360,na,1224,28699,65.23%,17,60.71%
2021-02-18,display,display video 360,na,1795,30494,69.30%,18,64.29%
2021-02-19,display,display video 360,na,1858,32352,73.53%,19,67.86%
2021-02-20,display,display video 360,na,1025,33377,75.86%,20,71.43%
2021-02-21,display,display video 360,na,538,33915,77.08%,21,75.00%
2021-02-22,display,display video 360,na,967,34882,79.28%,22,78.57%
2021-02-23,display,display video 360,na,1479,36361,82.64%,23,82.14%
2021-02-24,display,display video 360,na,2174,38535,87.58%,24,85.71%
2021-02-25,display,display video 360,na,2451,40986,93.15%,25,89.29%
2021-02-26,display,display video 360,na,1059,42045,95.56%,26,92.86%
2021-02-27,display,display video 360,na,460,42505,96.60%,27,96.43%
2021-02-28,display,display video 360,na,1263,43768,99.47%,28,100.00%
2021-02-01,search,google-ads,apac,4517,4517,1.81%,1,3.57%
2021-02-02,search,google-ads,apac,4587,9104,3.64%,2,7.14%
2021-02-03,search,google-ads,apac,3290,12394,4.95%,3,10.71%
2021-02-04,search,google-ads,apac,5241,17635,7.05%,4,14.29%
2021-02-05,search,google-ads,apac,3738,21373,8.54%,5,17.86%
2021-02-06,search,google-ads,apac,6959,28332,11.33%,6,21.43%
2021-02-07,search,google-ads,apac,5209,33541,13.41%,7,25.00%
2021-02-08,search,google-ads,apac,5797,39338,15.72%,8,28.57%
2021-02-09,search,google-ads,apac,4206,43544,17.41%,9,32.14%
2021-02-10,search,google-ads,apac,1160,44704,17.87%,10,35.71%
2021-02-11,search,google-ads,apac,2591,47295,18.91%,11,39.29%
2021-02-12,search,google-ads,apac,3358,50653,20.25%,12,42.86%
2021-02-13,search,google-ads,apac,5192,55845,22.32%,13,46.43%
2021-02-14,search,google-ads,apac,6110,61955,24.77%,14,50.00%
2021-02-15,search,google-ads,apac,4014,65969,26.37%,15,53.57%
2021-02-16,search,google-ads,apac,2412,68381,27.33%,16,57.14%
2021-02-17,search,google-ads,apac,1068,69449,27.76%,17,60.71%
2021-02-18,search,google-ads,apac,2919,72368,28.93%,18,64.29%
2021-02-19,search,google-ads,apac,4771,77139,30.83%,19,67.86%
2021-02-20,search,google-ads,apac,827,77966,31.17%,20,71.43%
2021-02-21,search,google-ads,apac,5363,83329,33.31%,21,75.00%
2021-02-22,search,google-ads,apac,1249,84578,33.81%,22,78.57%
2021-02-23,search,google-ads,apac,29912,114490,45.76%,23,82.14%
2021-02-24,search,google-ads,apac,29942,144432,57.73%,24,85.71%
2021-02-25,search,google-ads,apac,27451,171883,68.71%,25,89.29%
2021-02-26,search,google-ads,apac,26855,198738,79.44%,26,92.86%
2021-02-27,search,google-ads,apac,26138,224876,89.89%,27,96.43%
2021-02-28,search,google-ads,apac,25291,250167,100.00%,28,100.00%
2021-02-01,search,google-ads,emea,4739,4739,5.11%,1,3.57%
2021-02-02,search,google-ads,emea,2415,7154,7.71%,2,7.14%
2021-02-03,search,google-ads,emea,3523,10677,11.51%,3,10.71%
2021-02-04,search,google-ads,emea,702,11379,12.26%,4,14.29%
2021-02-05,search,google-ads,emea,6598,17977,19.38%,5,17.86%
2021-02-06,search,google-ads,emea,1599,19576,21.10%,6,21.43%
2021-02-07,search,google-ads,emea,1692,21268,22.92%,7,25.00%
2021-02-08,search,google-ads,emea,5617,26885,28.98%,8,28.57%
2021-02-09,search,google-ads,emea,2457,29342,31.63%,9,32.14%
2021-02-10,search,google-ads,emea,599,29941,32.27%,10,35.71%
2021-02-11,search,google-ads,emea,4368,34309,36.98%,11,39.29%
2021-02-12,search,google-ads,emea,2172,36481,39.32%,12,42.86%
2021-02-13,search,google-ads,emea,6539,43020,46.37%,13,46.43%
2021-02-14,search,google-ads,emea,3457,46477,50.09%,14,50.00%
2021-02-15,search,google-ads,emea,5807,52284,56.35%,15,53.57%
2021-02-16,search,google-ads,emea,1863,54147,58.36%,16,57.14%
2021-02-17,search,google-ads,emea,2616,56763,61.18%,17,60.71%
2021-02-18,search,google-ads,emea,5538,62301,67.15%,18,64.29%
2021-02-19,search,google-ads,emea,2584,64885,69.93%,19,67.86%
2021-02-20,search,google-ads,emea,3390,68275,73.59%,20,71.43%
2021-02-21,search,google-ads,emea,632,68907,74.27%,21,75.00%
2021-02-22,search,google-ads,emea,577,69484,74.89%,22,78.57%
2021-02-23,search,google-ads,emea,1902,71386,76.94%,23,82.14%
2021-02-24,search,google-ads,emea,6487,77873,83.93%,24,85.71%
2021-02-25,search,google-ads,emea,3622,81495,87.84%,25,89.29%
2021-02-26,search,google-ads,emea,4817,86312,93.03%,26,92.86%
2021-02-27,search,google-ads,emea,2734,89046,95.98%,27,96.43%
2021-02-28,search,google-ads,emea,3728,92774,99.99%,28,100.00%
2021-02-01,social,facebook,emea,5704,5704,3.26%,1,3.57%
2021-02-02,social,facebook,emea,2814,8518,4.87%,2,7.14%
2021-02-03,social,facebook,emea,7953,16471,9.41%,3,10.71%
2021-02-04,social,facebook,emea,7011,23482,13.42%,4,14.29%
2021-02-05,social,facebook,emea,8213,31695,18.11%,5,17.86%
2021-02-06,social,facebook,emea,8794,40489,23.14%,6,21.43%
2021-02-07,social,facebook,emea,9246,49735,28.42%,7,25.00%
2021-02-08,social,facebook,emea,9479,59214,33.84%,8,28.57%
2021-02-09,social,facebook,emea,3850,63064,36.04%,9,32.14%
2021-02-10,social,facebook,emea,1670,64734,36.99%,10,35.71%
2021-02-11,social,facebook,emea,5842,70576,40.33%,11,39.29%
2021-02-12,social,facebook,emea,6820,77396,44.23%,12,42.86%
2021-02-13,social,facebook,emea,1140,78536,44.88%,13,46.43%
2021-02-14,social,facebook,emea,9551,88087,50.34%,14,50.00%
2021-02-15,social,facebook,emea,8954,97041,55.45%,15,53.57%
2021-02-16,social,facebook,emea,7699,104740,59.85%,16,57.14%
2021-02-17,social,facebook,emea,9204,113944,65.11%,17,60.71%
2021-02-18,social,facebook,emea,3565,117509,67.15%,18,64.29%
2021-02-19,social,facebook,emea,1151,118660,67.81%,19,67.86%
2021-02-20,social,facebook,emea,4657,123317,70.47%,20,71.43%
2021-02-21,social,facebook,emea,4302,127619,72.93%,21,75.00%
2021-02-22,social,facebook,emea,7062,134681,76.96%,22,78.57%
2021-02-23,social,facebook,emea,5436,140117,80.07%,23,82.14%
2021-02-24,social,facebook,emea,4791,144908,82.80%,24,85.71%
2021-02-25,social,facebook,emea,7261,152169,86.95%,25,89.29%
2021-02-26,social,facebook,emea,9722,161891,92.51%,26,92.86%
2021-02-27,social,facebook,emea,9017,170908,97.66%,27,96.43%
2021-02-28,social,facebook,emea,4726,175634,100.36%,28,100.00%
2021-02-01,social,facebook,north america,8176,8176,5.38%,1,3.57%
2021-02-02,social,facebook,north america,2886,11062,7.28%,2,7.14%
2021-02-03,social,facebook,north america,2644,13706,9.02%,3,10.71%
2021-02-04,social,facebook,north america,3973,17679,11.63%,4,14.29%
2021-02-05,social,facebook,north america,4156,21835,14.37%,5,17.86%
2021-02-06,social,facebook,north america,4518,26353,17.34%,6,21.43%
2021-02-07,social,facebook,north america,4199,30552,20.10%,7,25.00%
2021-02-08,social,facebook,north america,6497,37049,24.37%,8,28.57%
2021-02-09,social,facebook,north america,4038,41087,27.03%,9,32.14%
2021-02-10,social,facebook,north america,3724,44811,29.48%,10,35.71%
2021-02-11,social,facebook,north america,6510,51321,33.76%,11,39.29%
2021-02-12,social,facebook,north america,7263,58584,38.54%,12,42.86%
2021-02-13,social,facebook,north america,4789,63373,41.69%,13,46.43%
2021-02-14,social,facebook,north america,6205,69578,45.78%,14,50.00%
2021-02-15,social,facebook,north america,6749,76327,50.22%,15,53.57%
2021-02-16,social,facebook,north america,3629,79956,52.60%,16,57.14%
2021-02-17,social,facebook,north america,3340,83296,54.80%,17,60.71%
2021-02-18,social,facebook,north america,9540,92836,61.08%,18,64.29%
2021-02-19,social,facebook,north america,9609,102445,67.40%,19,67.86%
2021-02-20,social,facebook,north america,6663,109108,71.78%,20,71.43%
